Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
 Q,Human health and social work activities,87,Residential care activities,871,Residential nursing care activities,8710,Residential nursing care activities,nan,
 Q,Human health and social work activities,87,Residential care activities,872,"Residential care activities for learning disabilities, mental health and substance abuse",8720,"Residential care activities for learning disabilities, mental health and substance abuse",nan,
 Q,Human health and social work activities,87,Residential care activities,873,Residential care activities for the elderly and disabled,8730,Residential care activities for the elderly and disabled,nan,
 Q,Human health and social work activities,87,Residential care activities,879,Other residential care activities,8790,Other residential care activities,nan,
 Q,Human health and social work activities,88,Social work activities without accommodation,881,Social work activities without accommodation for the elderly and disabled,8810,Social work activities without accommodation for the elderly and disabled,nan,
 Q,Human health and social work activities,88,Social work activities without accommodation,889,Other social work activities without accommodation,8891,Child day-care activities,nan,
 Q,Human health and social work activities,88,Social work activities without accommodation,889,Other social work activities without accommodation,8899,Other social work activities without accommodation n.e.c.,nan,
 R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9001,Performing arts,nan,
 R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9002,Support activities to performing arts,nan,
 R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9003,Artistic creation,nan,
 R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9004,Operation of arts facilities,nan,
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,nan,
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,91011,Library activities
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,91012,Archive activities
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9102,Museum activities,nan,
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9103,Operation of historical sites and buildings and similar visitor attractions,nan,
 R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9104,Botanical and zoological gardens and nature reserve activities,nan,
 R,"Arts, entertainment and recreation",92,Gambling and betting activities,920,Gambling and betting activities,9200,Gambling and betting activities,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9311,Operation of sports facilities,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9312,Activities of sport clubs,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9313,Fitness facilities,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,93191,Activities of racehorse owners
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,93199,Other sports activities (not including activities of racehorse owners) n.e.c.
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9321,Activities of amusement parks and theme parks,nan,
 R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9329,Other amusement and recreation activities,nan,
 S,Other service activities,94,Activities of membership organisations,941,"Activities of business, employers and professional membership organisations",9411,Activities of business and employers membership organisations,nan,
 S,Other service activities,94,Activities of membership organisations,941,"Activities of business, employers and professional membership organisations",9412,Activities of professional membership organisations,nan,
 S,Other service activities,94,Activities of membership organisations,942,Activities of trade unions,9420,Activities of trade unions,nan,
 S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9491,Activities of religious organisations,nan,
 S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9492,Activities of political organisations,nan,
 S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9499,Activities of other membership organisations n.e.c.,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,951,Repair of computers and communication equipment,9511,Repair of computers and peripheral equipment,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,951,Repair of computers and communication equipment,9512,Repair of communication equipment,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9521,Repair of consumer electronics,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9522,Repair of household appliances and home and garden equipment,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9523,Repair of footwear and leather goods,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9524,Repair of furniture and home furnishings,nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9525,"Repair of watches, clocks and jewellery",nan,
 S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9529,Repair of other personal and household goods,nan,
 S,Other service activities,96,Other personal service activities,960,Other personal service activities,9601,Washing and (dry-)cleaning of textile and fur products,nan,
 S,Other service activities,96,Other personal service activities,960,Other personal service activities,9602,Hairdressing and other beauty treatment,nan,
 S,Other service activities,96,Other personal service activities,960,Other personal service activities,9603,Funeral and related activities,nan,
 S,Other service activities,96,Other personal service activities,960,Other personal service activities,9604,Physical well-being activities,nan,
 S,Other service activities,96,Other personal service activities,960,Other personal service activities,9609,Other personal service activities n.e.c.,nan,
 T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,97,Activities of households as employers of domestic personnel,970,Activities of households as employers of domestic personnel,9700,Activities of households as employers of domestic personnel,nan,
 T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,98,Undifferentiated goods- and services-producing activities of private households for own use,981,Undifferentiated goods-producing activities of private households for own use,9810,Undifferentiated goods-producing activities of private households for own use,nan,
 T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,98,Undifferentiated goods- and services-producing activities of private households for own use,982,Undifferentiated service-producing activities of private households for own use,9820,Undifferentiated service-producing activities of private households for own use,nan,
 U,Activities of extraterritorial organisations and bodies,99,Activities of extraterritorial organisations and bodies,990,Activities of extraterritorial organisations and bodies,9900,Activities of extraterritorial organisations and bodies,nan,
