Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,234,Manufacture of other porcelain and ceramic products,2343,Manufacture of ceramic insulators and insulating fittings,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,234,Manufacture of other porcelain and ceramic products,2344,Manufacture of other technical ceramic products,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,234,Manufacture of other porcelain and ceramic products,2349,Manufacture of other ceramic products,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,235,"Manufacture of cement, lime and plaster",2351,Manufacture of cement,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,235,"Manufacture of cement, lime and plaster",2352,Manufacture of lime and plaster,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2361,Manufacture of concrete products for construction purposes,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2362,Manufacture of plaster products for construction purposes,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2363,Manufacture of ready-mixed concrete,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2364,Manufacture of mortars,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2365,Manufacture of fibre cement,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,236,"Manufacture of articles of concrete, cement and plaster",2369,"Manufacture of other articles of concrete, plaster and cement",nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,237,"Cutting, shaping and finishing of stone",2370,"Cutting, shaping and finishing of stone",nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,239,Manufacture of abrasive products and non-metallic mineral products n.e.c.,2391,Production of abrasive products,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,239,Manufacture of abrasive products and non-metallic mineral products n.e.c.,2399,Manufacture of other non-metallic mineral products n.e.c.,nan,
 C,Manufacturing,24,Manufacture of basic metals,241,Manufacture of basic iron and steel and of ferro-alloys,2410,Manufacture of basic iron and steel and of ferro-alloys,nan,
 C,Manufacturing,24,Manufacture of basic metals,242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",2420,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",nan,
 C,Manufacturing,24,Manufacture of basic metals,243,Manufacture of other products of first processing of steel,2431,Cold drawing of bars,nan,
 C,Manufacturing,24,Manufacture of basic metals,243,Manufacture of other products of first processing of steel,2432,Cold rolling of narrow strip,nan,
 C,Manufacturing,24,Manufacture of basic metals,243,Manufacture of other products of first processing of steel,2433,Cold forming or folding,nan,
 C,Manufacturing,24,Manufacture of basic metals,243,Manufacture of other products of first processing of steel,2434,Cold drawing of wire,nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2441,Precious metals production,nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2442,Aluminium production,nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2443,"Lead, zinc and tin production",nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2444,Copper production,nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2445,Other non-ferrous metal production,nan,
 C,Manufacturing,24,Manufacture of basic metals,244,Manufacture of basic precious and other non-ferrous metals,2446,Processing of nuclear fuel,nan,
 C,Manufacturing,24,Manufacture of basic metals,245,Casting of metals,2451,Casting of iron,nan,
 C,Manufacturing,24,Manufacture of basic metals,245,Casting of metals,2452,Casting of steel,nan,
 C,Manufacturing,24,Manufacture of basic metals,245,Casting of metals,2453,Casting of light metals,nan,
 C,Manufacturing,24,Manufacture of basic metals,245,Casting of metals,2454,Casting of other non-ferrous metals,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",251,Manufacture of structural metal products,2511,Manufacture of metal structures and parts of structures,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",251,Manufacture of structural metal products,2512,Manufacture of doors and windows of metal,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal",2521,Manufacture of central heating radiators and boilers,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal",2529,"Manufacture of other tanks, reservoirs and containers of metal",nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers",2530,"Manufacture of steam generators, except central heating hot water boilers",nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",254,Manufacture of weapons and ammunition,2540,Manufacture of weapons and ammunition,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2550,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",256,Treatment and coating of metals; machining,2561,Treatment and coating of metals,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",256,Treatment and coating of metals; machining,2562,Machining,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2571,Manufacture of cutlery,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2572,Manufacture of locks and hinges,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2573,Manufacture of tools,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",259,Manufacture of other fabricated metal products,2591,Manufacture of steel drums and similar containers,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",259,Manufacture of other fabricated metal products,2592,Manufacture of light metal packaging,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",259,Manufacture of other fabricated metal products,2593,"Manufacture of wire products, chain and springs",nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",259,Manufacture of other fabricated metal products,2594,Manufacture of fasteners and screw machine products,nan,
 C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",259,Manufacture of other fabricated metal products,2599,Manufacture of other fabricated metal products n.e.c.,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",261,Manufacture of electronic components and boards,2611,Manufacture of electronic components,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",261,Manufacture of electronic components and boards,2612,Manufacture of loaded electronic boards,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",262,Manufacture of computers and peripheral equipment,2620,Manufacture of computers and peripheral equipment,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",263,Manufacture of communication equipment,2630,Manufacture of communication equipment,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",263,Manufacture of communication equipment,2630,Manufacture of communication equipment,26301,Manufacture of telegraph and telephone apparatus and equipment
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",263,Manufacture of communication equipment,2630,Manufacture of communication equipment,26309,Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment)
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",264,Manufacture of consumer electronics,2640,Manufacture of consumer electronics,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation",nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation",26511,"Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment"
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation",26512,Manufacture of electronic industrial process control equipment
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation",26513,"Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment"
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation",26514,Manufacture of non-electronic industrial process control equipment
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2652,Manufacture of watches and clocks,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",267,Manufacture of optical instruments and photographic equipment,2670,Manufacture of optical instruments and photographic equipment,nan,
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",267,Manufacture of optical instruments and photographic equipment,2670,Manufacture of optical instruments and photographic equipment,26701,Manufacture of optical precision instruments
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",267,Manufacture of optical instruments and photographic equipment,2670,Manufacture of optical instruments and photographic equipment,26702,Manufacture of photographic and cinematographic equipment
 C,Manufacturing,26,"Manufacture of computer, electronic and optical products",268,Manufacture of magnetic and optical media,2680,Manufacture of magnetic and optical media,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2711,"Manufacture of electric motors, generators and transformers",nan,
 C,Manufacturing,27,Manufacture of electrical equipment,271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2712,Manufacture of electricity distribution and control apparatus,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,272,Manufacture of batteries and accumulators,2720,Manufacture of batteries and accumulators,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,273,Manufacture of wiring and wiring devices,2731,Manufacture of fibre optic cables,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,273,Manufacture of wiring and wiring devices,2732,Manufacture of other electronic and electric wires and cables,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,273,Manufacture of wiring and wiring devices,2733,Manufacture of wiring devices,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,274,Manufacture of electric lighting equipment,2740,Manufacture of electric lighting equipment,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,275,Manufacture of domestic appliances,2751,Manufacture of electric domestic appliances,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,275,Manufacture of domestic appliances,2752,Manufacture of non-electric domestic appliances,nan,
 C,Manufacturing,27,Manufacture of electrical equipment,279,Manufacture of other electrical equipment,2790,Manufacture of other electrical equipment,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2812,Manufacture of fluid power equipment,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2813,Manufacture of other pumps and compressors,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2813,Manufacture of other pumps and compressors,28131,Manufacture of pumps
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2813,Manufacture of other pumps and compressors,28132,Manufacture of compressors
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2814,Manufacture of other taps and valves,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,281,Manufacture of general-purpose machinery,2815,"Manufacture of bearings, gears, gearing and driving elements",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2821,"Manufacture of ovens, furnaces and furnace burners",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2822,Manufacture of lifting and handling equipment,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2823,Manufacture of office machinery and equipment (except computers and peripheral equipment),nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2824,Manufacture of power-driven hand tools,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2825,Manufacture of non-domestic cooling and ventilation equipment,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,282,Manufacture of other general-purpose machinery,2829,Manufacture of other general-purpose machinery n.e.c.,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,283,Manufacture of agricultural and forestry machinery,2830,Manufacture of agricultural and forestry machinery,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,283,Manufacture of agricultural and forestry machinery,2830,Manufacture of agricultural and forestry machinery,28301,Manufacture of agricultural tractors
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,283,Manufacture of agricultural and forestry machinery,2830,Manufacture of agricultural and forestry machinery,28302,Manufacture of agricultural and forestry machinery (other than agricultural tractors)
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,284,Manufacture of metal forming machinery and machine tools,2841,Manufacture of metal forming machinery,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,284,Manufacture of metal forming machinery and machine tools,2849,Manufacture of other machine tools,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2891,Manufacture of machinery for metallurgy,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2892,"Manufacture of machinery for mining, quarrying and construction",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2892,"Manufacture of machinery for mining, quarrying and construction",28921,Manufacture of machinery for mining
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2892,"Manufacture of machinery for mining, quarrying and construction",28922,Manufacture of earthmoving equipment
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2892,"Manufacture of machinery for mining, quarrying and construction",28923,Manufacture of equipment for concrete crushing and screening roadworks
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2893,"Manufacture of machinery for food, beverage and tobacco processing",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2894,"Manufacture of machinery for textile, apparel and leather production",nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2895,Manufacture of machinery for paper and paperboard production,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2896,Manufacture of plastics and rubber machinery,nan,
 C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,289,Manufacture of other special-purpose machinery,2899,Manufacture of other special-purpose machinery n.e.c.,nan,
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",291,Manufacture of motor vehicles,2910,Manufacture of motor vehicles,nan,
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,nan,
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29201,Manufacture of bodies (coachwork) for motor vehicles (except caravans)
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29202,Manufacture of trailers and semi-trailers
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29203,Manufacture of caravans
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",293,Manufacture of parts and accessories for motor vehicles,2931,Manufacture of electrical and electronic equipment for motor vehicles,nan,
 C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",293,Manufacture of parts and accessories for motor vehicles,2932,Manufacture of other parts and accessories for motor vehicles,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,301,Building of ships and boats,3011,Building of ships and floating structures,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,301,Building of ships and boats,3012,Building of pleasure and sporting boats,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,302,Manufacture of railway locomotives and rolling stock,3020,Manufacture of railway locomotives and rolling stock,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,303,Manufacture of air and spacecraft and related machinery,3030,Manufacture of air and spacecraft and related machinery,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,304,Manufacture of military fighting vehicles,3040,Manufacture of military fighting vehicles,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,309,Manufacture of transport equipment n.e.c.,3091,Manufacture of motorcycles,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,309,Manufacture of transport equipment n.e.c.,3092,Manufacture of bicycles and invalid carriages,nan,
 C,Manufacturing,30,Manufacture of other transport equipment,309,Manufacture of transport equipment n.e.c.,3099,Manufacture of other transport equipment n.e.c.,nan,
 C,Manufacturing,31,Manufacture of furniture,310,Manufacture of furniture,3101,Manufacture of office and shop furniture,nan,
 C,Manufacturing,31,Manufacture of furniture,310,Manufacture of furniture,3102,Manufacture of kitchen furniture,nan,
 C,Manufacturing,31,Manufacture of furniture,310,Manufacture of furniture,3103,Manufacture of mattresses,nan,
 C,Manufacturing,31,Manufacture of furniture,310,Manufacture of furniture,3109,Manufacture of other furniture,nan,
 C,Manufacturing,32,Other manufacturing,321,"Manufacture of jewellery, bijouterie and related articles",3211,Striking of coins,nan,
 C,Manufacturing,32,Other manufacturing,321,"Manufacture of jewellery, bijouterie and related articles",3212,Manufacture of jewellery and related articles,nan,
 C,Manufacturing,32,Other manufacturing,321,"Manufacture of jewellery, bijouterie and related articles",3213,Manufacture of imitation jewellery and related articles,nan,
 C,Manufacturing,32,Other manufacturing,322,Manufacture of musical instruments,3220,Manufacture of musical instruments,nan,
 C,Manufacturing,32,Other manufacturing,323,Manufacture of sports goods,3230,Manufacture of sports goods,nan,
 C,Manufacturing,32,Other manufacturing,324,Manufacture of games and toys,3240,Manufacture of games and toys,nan,
 C,Manufacturing,32,Other manufacturing,324,Manufacture of games and toys,3240,Manufacture of games and toys,32401,Manufacture of professional and arcade games and toys
 C,Manufacturing,32,Other manufacturing,324,Manufacture of games and toys,3240,Manufacture of games and toys,32409,Manufacture of games and toys (other than professional and arcade games and toys) n.e.c.
 C,Manufacturing,32,Other manufacturing,325,Manufacture of medical and dental instruments and supplies,3250,Manufacture of medical and dental instruments and supplies,nan,
 C,Manufacturing,32,Other manufacturing,329,Other manufacturing n.e.c.,3291,Manufacture of brooms and brushes,nan,
 C,Manufacturing,32,Other manufacturing,329,Other manufacturing n.e.c.,3299,Other manufacturing n.e.c.,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3311,Repair of fabricated metal products,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3312,Repair of machinery,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3313,Repair of electronic and optical equipment,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3314,Repair of electrical equipment,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3315,Repair and maintenance of ships and boats,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3316,Repair and maintenance of aircraft and spacecraft,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3317,Repair and maintenance of other transport equipment,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3319,Repair of other equipment,nan,
 C,Manufacturing,33,Repair and installation of machinery and equipment,332,Installation of industrial machinery and equipment,3320,Installation of industrial machinery and equipment,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3511,Production of electricity,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3512,Transmission of electricity,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3513,Distribution of electricity,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3514,Trade of electricity,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,Manufacture of gas; distribution of gaseous fuels through mains,3521,Manufacture of gas,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,Manufacture of gas; distribution of gaseous fuels through mains,3522,Distribution of gaseous fuels through mains,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,Manufacture of gas; distribution of gaseous fuels through mains,3523,Trade of gas through mains,nan,
 D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",353,Steam and air conditioning supply,3530,Steam and air conditioning supply,nan,
 E,"Water supply; sewerage, waste management and remediation activities",36,"Water collection, treatment and supply",360,"Water collection, treatment and supply",3600,"Water collection, treatment and supply",nan,
 E,"Water supply; sewerage, waste management and remediation activities",37,Sewerage,370,Sewerage,3700,Sewerage,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",381,Waste collection,3811,Collection of non-hazardous waste,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",381,Waste collection,3812,Collection of hazardous waste,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",382,Waste treatment and disposal,3821,Treatment and disposal of non-hazardous waste,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",382,Waste treatment and disposal,3822,Treatment and disposal of hazardous waste,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",383,Materials recovery,3831,Dismantling of wrecks,nan,
 E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",383,Materials recovery,3832,Recovery of sorted materials,nan,
 E,"Water supply; sewerage, waste management and remediation activities",39,"This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.",390,Remediation activities and other waste management services,3900,Remediation activities and other waste management services,nan,
 F,Construction,41,Construction of buildings,411,Development of building projects,4110,Development of building projects,nan,
 F,Construction,41,Construction of buildings,412,Construction of residential and non-residential buildings,4120,Construction of residential and non-residential buildings,nan,
 F,Construction,41,Construction of buildings,412,Construction of residential and non-residential buildings,4120,Construction of residential and non-residential buildings,41201,Construction of commercial buildings
 F,Construction,41,Construction of buildings,412,Construction of residential and non-residential buildings,4120,Construction of residential and non-residential buildings,41202,Construction of domestic buildings
 F,Construction,42,Civil engineering,421,Construction of roads and railways,4211,Construction of roads and motorways,nan,
 F,Construction,42,Civil engineering,421,Construction of roads and railways,4212,Construction of railways and underground railways,nan,
 F,Construction,42,Civil engineering,421,Construction of roads and railways,4213,Construction of bridges and tunnels,nan,
 F,Construction,42,Civil engineering,422,Construction of utility projects,4221,Construction of utility projects for fluids,nan,
 F,Construction,42,Civil engineering,422,Construction of utility projects,4222,Construction of utility projects for electricity and telecommunications,nan,
 F,Construction,42,Civil engineering,429,Construction of other civil engineering projects,4291,Construction of water projects,nan,
 F,Construction,42,Civil engineering,429,Construction of other civil engineering projects,4299,Construction of other civil engineering projects n.e.c.,nan,
 F,Construction,43,Specialised construction activities,431,Demolition and site preparation,4311,Demolition,nan,
 F,Construction,43,Specialised construction activities,431,Demolition and site preparation,4312,Site preparation,nan,
 F,Construction,43,Specialised construction activities,431,Demolition and site preparation,4313,Test drilling and boring,nan,
 F,Construction,43,Specialised construction activities,432,"Electrical, plumbing and other construction installation activities",4321,Electrical installation,nan,
 F,Construction,43,Specialised construction activities,432,"Electrical, plumbing and other construction installation activities",4322,"Plumbing, heat and air-conditioning installation",nan,
 F,Construction,43,Specialised construction activities,432,"Electrical, plumbing and other construction installation activities",4329,Other construction installation,nan,
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4331,Plastering,nan,
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4332,Joinery installation,nan,
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4333,Floor and wall covering,nan,
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4334,Painting and glazing,nan,
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4334,Painting and glazing,43341,Painting
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4334,Painting and glazing,43342,Glazing
 F,Construction,43,Specialised construction activities,433,Building completion and finishing,4339,Other building completion and finishing,nan,
 F,Construction,43,Specialised construction activities,439,Other specialised construction activities,4391,Roofing activities,nan,
 F,Construction,43,Specialised construction activities,439,Other specialised construction activities,4399,Other specialised construction activities n.e.c.,nan,
 F,Construction,43,Specialised construction activities,439,Other specialised construction activities,4399,Other specialised construction activities n.e.c.,43991,Scaffold erection
 F,Construction,43,Specialised construction activities,439,Other specialised construction activities,4399,Other specialised construction activities n.e.c.,43999,Specialised construction activities (other than scaffold erection) n.e.c.
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,451,Sale of motor vehicles,4511,Sale of cars and light motor vehicles,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,451,Sale of motor vehicles,4511,Sale of cars and light motor vehicles,45111,Sale of new cars and light motor vehicles
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,451,Sale of motor vehicles,4511,Sale of cars and light motor vehicles,45112,Sale of used cars and light motor vehicles
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,451,Sale of motor vehicles,4519,Sale of other motor vehicles,nan,
