CompanyNumber,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
13127289,BH7 7EF,Private Limited Company,Active,United Kingdom,NA,2021-01-12,96090 - Other service activities n.e.c.,,,
13156037,DA1 1YF,Private Limited Company,Active,United Kingdom,NA,2021-01-25,47290 - Other retail sale of food in specialised stores,56103 - Take-away food shops and mobile food stands,,
13111422,SR4 8PZ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,43210 - Electrical installation,81100 - Combined facilities support activities,,
13145215,HA8 7EB,Private Limited Company,Active,United Kingdom,NA,2021-01-19,43390 - Other building completion and finishing,,,
SC686184,HS85RX,Private Limited Company,Active,United Kingdom,NA,2021-01-18,90030 - Artistic creation,,,
13118443,TN11 8ER,Private Limited Company,Active,United Kingdom,NA,2021-01-06,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,"47530 - Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,
13127042,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-12,41202 - Construction of domestic buildings,,,
13116156,N2 9RA,Private Limited Company,Active,United Kingdom,NA,2021-01-06,96090 - Other service activities n.e.c.,,,
13155333,TW1 1EN,Private Limited Company,Active,United Kingdom,NA,2021-01-25,47750 - Retail sale of cosmetic and toilet articles in specialised stores,47890 - Retail sale via stalls and markets of other goods,47910 - Retail sale via mail order houses or via Internet,
13166098,HD6 1QF,Private Limited Company,Active,United Kingdom,NA,2021-01-28,56290 - Other food services,,,
13152733,E17 6BU,Private Limited Company,Active,United Kingdom,NA,2021-01-22,47910 - Retail sale via mail order houses or via Internet,69202 - Bookkeeping activities,,
13118773,LS13 3EN,Private Limited Company,Active,United Kingdom,NA,2021-01-07,56302 - Public houses and bars,,,
13138284,SW8 2NU,Private Limited Company,Active,United Kingdom,NA,2021-01-18,47750 - Retail sale of cosmetic and toilet articles in specialised stores,,,
13110223,BR3 4TE,Private Limited Company,Active,United Kingdom,NA,2021-01-04,96090 - Other service activities n.e.c.,,,
13161768,CM18 7PU,Private Limited Company,Active,United Kingdom,NA,2021-01-27,70229 - Management consultancy activities other than financial management,,,
13132966,BB2 4AD,Private Limited Company,Active,United Kingdom,NA,2021-01-14,70229 - Management consultancy activities other than financial management,77110 - Renting and leasing of cars and light motor vehicles,,
13151012,ST6 2BA,Private Limited Company,Active,United Kingdom,NA,2021-01-21,64205 - Activities of financial services holding companies,,,
13139729,CT12 6NQ,Private Limited Company,Active,United Kingdom,NA,2021-01-18,70229 - Management consultancy activities other than financial management,,,
13126927,NW1 1RE,Private Limited Company,Active,United Kingdom,NA,2021-01-11,32990 - Other manufacturing n.e.c.,47910 - Retail sale via mail order houses or via Internet,,
13116178,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-06,"47760 - Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",,,
13135878,W5 2JE,Private Limited Company,Active,United Kingdom,NA,2021-01-15,91030 - Operation of historical sites and buildings and similar visitor attractions,,,
13152627,S36 2JL,Private Limited Company,Active,United Kingdom,NA,2021-01-22,28250 - Manufacture of non-domestic cooling and ventilation equipment,,,
13127851,E6 2JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,85600 - Educational support services,,,
13145839,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,47910 - Retail sale via mail order houses or via Internet,,,
13152178,E17 5PR,Private Limited Company,Active,United Kingdom,NA,2021-01-22,53201 - Licensed carriers,53202 - Unlicensed carrier,,
13124517,CW1 3AB,Private Limited Company,Active,United Kingdom,NA,2021-01-11,56290 - Other food services,81210 - General cleaning of buildings,87100 - Residential nursing care facilities,
13147217,EC4R 2SU,Private Limited Company,Active,United Kingdom,NA,2021-01-20,45320 - Retail trade of motor vehicle parts and accessories,"45400 - Sale, maintenance and repair of motorcycles and related parts and accessories",,
13126073,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-11,69202 - Bookkeeping activities,70229 - Management consultancy activities other than financial management,,
13160267,B11 4DE,Private Limited Company,Active,United Kingdom,NA,2021-01-26,56103 - Take-away food shops and mobile food stands,,,
13143749,BD23 2EU,Private Limited Company,Active,United Kingdom,NA,2021-01-19,"43220 - Plumbing, heat and air-conditioning installation",,,
13148244,M32 9BQ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,68209 - Other letting and operating of own or leased real estate,,,
SC686953,EH23 4ES,Private Limited Company,Active,United Kingdom,NA,2021-01-25,81299 - Other cleaning services,,,
13131276,SA16 0SU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-13,10831 - Tea processing,"46370 - Wholesale of coffee, tea, cocoa and spices",,
13149472,HP1 1LF,Private Limited Company,Active,United Kingdom,NA,2021-01-21,43210 - Electrical installation,,,
13161742,SW17 8EA,Private Limited Company,Active,United Kingdom,NA,2021-01-27,96090 - Other service activities n.e.c.,,,
13163139,IG2 6FG,Private Limited Company,Active,United Kingdom,NA,2021-01-27,68100 - Buying and selling of own real estate,,,
13142057,E14 9NN,Private Limited Company,Active,United Kingdom,NA,2021-01-18,10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes,,,
SL034782,EH2 2LL,Limited Partnership,Active,United Kingdom,NA,2021-01-29,None Supplied,,,
13153833,BN21 1XQ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,70221 - Financial management,,,
13135936,CV31 2AU,Private Limited Company,Active,United Kingdom,NA,2021-01-15,77110 - Renting and leasing of cars and light motor vehicles,,,
13165616,E6 2JA,Private Limited Company,Active,United Kingdom,NA,2021-01-28,58120 - Publishing of directories and mailing lists,62020 - Information technology consultancy activities,70210 - Public relations and communications activities,70229 - Management consultancy activities other than financial management
13159802,NE4 6UT,Private Limited Company,Active,United Kingdom,NA,2021-01-26,45112 - Sale of used cars and light motor vehicles,,,
13111691,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-04,47910 - Retail sale via mail order houses or via Internet,,,
13145932,N1 2JY,Private Limited Company,Active,United Kingdom,NA,2021-01-20,90010 - Performing arts,,,
13166214,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-29,43341 - Painting,,,
13135952,GL18 1ET,Private Limited Company,Active,United Kingdom,NA,2021-01-15,46900 - Non-specialised wholesale trade,,,
13145984,SN2 7RD,Private Limited Company,Active,United Kingdom,NA,2021-01-20,59112 - Video production activities,86230 - Dental practice activities,,
13166919,CR6 9TT,Private Limited Company,Active,United Kingdom,NA,2021-01-29,65120 - Non-life insurance,65202 - Non-life reinsurance,66210 - Risk and damage evaluation,
OC435134,W1S 3AE,Limited Liability Partnership,Active,United Kingdom,NA,2021-01-19,None Supplied,,,
13156058,SE20 8ST,Private Limited Company,Active,United Kingdom,NA,2021-01-25,14131 - Manufacture of other men's outerwear,14132 - Manufacture of other women's outerwear,,
13160637,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-27,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis
SC686555,ML5 4UQ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,47710 - Retail sale of clothing in specialised stores,,,
NI676003,BT52 1RP,Private Limited Company,Active,United Kingdom,NA,2021-01-29,10850 - Manufacture of prepared meals and dishes,10890 - Manufacture of other food products n.e.c.,56103 - Take-away food shops and mobile food stands,
13122479,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-08,64303 - Activities of venture and development capital companies,66300 - Fund management activities,,
13128061,TW8 0QE,Private Limited Company,Active,United Kingdom,NA,2021-01-12,"47240 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",,,
13111599,NN18 9LU,Private Limited Company,Active,United Kingdom,NA,2021-01-04,"43220 - Plumbing, heat and air-conditioning installation",,,
13156647,SA4 8HZ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,71121 - Engineering design activities for industrial process and production,,,
OC435217,NN15 6WJ,Limited Liability Partnership,Active,United Kingdom,NA,2021-01-25,None Supplied,,,
13109823,MK4 2AG,Private Limited Company,Active,United Kingdom,NA,2021-01-04,64304 - Activities of open-ended investment companies,,,
13138430,NR18 9NA,Private Limited Company,Active,United Kingdom,NA,2021-01-18,43999 - Other specialised construction activities n.e.c.,,,
13133587,BN13 3BP,Private Limited Company,Active,United Kingdom,NA,2021-01-14,93130 - Fitness facilities,,,
13163095,SE18 4HH,Private Limited Company,Active,United Kingdom,NA,2021-01-27,47750 - Retail sale of cosmetic and toilet articles in specialised stores,47910 - Retail sale via mail order houses or via Internet,,
13109605,M30 9PD,Private Limited Company,Active,United Kingdom,NA,2021-01-04,77210 - Renting and leasing of recreational and sports goods,,,
13135689,DA17 5AP,Private Limited Company,Active,United Kingdom,NA,2021-01-15,96020 - Hairdressing and other beauty treatment,,,
SC687033,G41 1AU,Private Limited Company,Active,United Kingdom,NA,2021-01-26,"47990 - Other retail sale not in stores, stalls or markets",56290 - Other food services,,
13162021,SW19 2RL,Private Limited Company,Active,United Kingdom,NA,2021-01-27,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,98000 - Residents property management,
13121713,DA6 7EZ,Private Limited Company,Active,United Kingdom,NA,2021-01-08,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",,
13132728,ME19 4YU,Private Limited Company,Active,United Kingdom,NA,2021-01-13,68310 - Real estate agencies,,,
13149618,AL3 7HQ,Private Limited Company,Active,United Kingdom,NA,2021-01-21,93130 - Fitness facilities,,,
13121089,W1S 4AP,Private Limited Company,Active,United Kingdom,NA,2021-01-08,64209 - Activities of other holding companies n.e.c.,86900 - Other human health activities,,
13148256,BD3 9RD,Private Limited Company,Active,United Kingdom,NA,2021-01-20,25990 - Manufacture of other fabricated metal products n.e.c.,,,
13112156,CM22 7BX,Private Limited Company,Active,United Kingdom,NA,2021-01-05,"46370 - Wholesale of coffee, tea, cocoa and spices",,,
13114948,SE28 0GS,Private Limited Company,Active,United Kingdom,NA,2021-01-05,43999 - Other specialised construction activities n.e.c.,,,
SC686831,EH21 8JB,Private Limited Company,Active,United Kingdom,NA,2021-01-22,47910 - Retail sale via mail order houses or via Internet,,,
13126290,LS15 7PA,Private Limited Company,Active,United Kingdom,NA,2021-01-11,45200 - Maintenance and repair of motor vehicles,,,
13127488,M24 1UJ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,47770 - Retail sale of watches and jewellery in specialised stores,,,
13143813,LE18 2AG,Private Limited Company,Active,United Kingdom,NA,2021-01-19,68310 - Real estate agencies,,,
13149177,IP1 3BX,Private Limited Company,Active,United Kingdom,NA,2021-01-21,64999 - Financial intermediation not elsewhere classified,,,
SC686419,G2 6PH,Private Limited Company,Active,United Kingdom,NA,2021-01-19,99999 - Dormant Company,,,
SC687502,G69 6HW,Private Limited Company,Active,United Kingdom,NA,2021-01-29,43210 - Electrical installation,,,
13164883,IG8 8BE,Private Limited Company,Active,United Kingdom,NA,2021-01-28,43390 - Other building completion and finishing,,,
13167952,PO15 5PS,Private Limited Company,Active,United Kingdom,NA,2021-01-29,47190 - Other retail sale in non-specialised stores,,,
13143911,WS12 2SL,Private Limited Company,Active,United Kingdom,NA,2021-01-19,73110 - Advertising agencies,,,
13128789,BD3 8NH,Private Limited Company,Active,United Kingdom,NA,2021-01-12,47190 - Other retail sale in non-specialised stores,,,
13160513,W1W 7LT,Private Limited Company,Active,United Kingdom,NA,2021-01-27,46760 - Wholesale of other intermediate products,,,
13119014,M1 2JQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,2021-01-07,70229 - Management consultancy activities other than financial management,,,
13144456,W1U 2NT,Private Limited Company,Active,United Kingdom,NA,2021-01-19,64304 - Activities of open-ended investment companies,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,
13122159,DA7 6RQ,Private Limited Company,Active,United Kingdom,NA,2021-01-08,"47990 - Other retail sale not in stores, stalls or markets",,,
SC686035,DD4 0PR,Private Limited Company,Active,United Kingdom,NA,2021-01-14,45112 - Sale of used cars and light motor vehicles,,,
13113045,RH2 7JN,Private Limited Company,Active,United Kingdom,NA,2021-01-05,"43220 - Plumbing, heat and air-conditioning installation",,,
13136268,SA18 2ET,Private Limited Company,Active,United Kingdom,NA,2021-01-15,88990 - Other social work activities without accommodation n.e.c.,,,
13132282,CF31 2HT,Private Limited Company,Active,United Kingdom,NA,2021-01-13,56210 - Event catering activities,,,
13108398,WS11 7XN,Private Limited Company,Active,United Kingdom,NA,2021-01-04,02400 - Support services to forestry,"46610 - Wholesale of agricultural machinery, equipment and supplies",77310 - Renting and leasing of agricultural machinery and equipment,
13120278,GU14 7QU,Private Limited Company,Active,United Kingdom,NA,2021-01-07,45112 - Sale of used cars and light motor vehicles,45200 - Maintenance and repair of motor vehicles,,
13156604,KT15 2HJ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,68209 - Other letting and operating of own or leased real estate,,,
13111697,N20 0EZ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,73110 - Advertising agencies,,,
13117244,N11 3HH,Private Limited Company,Active,United Kingdom,NA,2021-01-06,69201 - Accounting and auditing activities,,,
13155826,DN2 4HT,Private Limited Company,Active,United Kingdom,NA,2021-01-25,81210 - General cleaning of buildings,81222 - Specialised cleaning services,81229 - Other building and industrial cleaning activities,
13148667,PO20 7BL,Private Limited Company,Active,United Kingdom,NA,2021-01-21,55209 - Other holiday and other collective accommodation,,,
13152732,CT12 6HY,Private Limited Company,Active,United Kingdom,NA,2021-01-22,43210 - Electrical installation,,,
13108609,GU30 7UP,Private Limited Company,Active,United Kingdom,NA,2021-01-04,73120 - Media representation services,,,
13114147,B66 4EJ,Private Limited Company,Active,United Kingdom,NA,2021-01-05,62090 - Other information technology service activities,,,
13136032,BD9 5ER,Private Limited Company,Active,United Kingdom,NA,2021-01-15,43390 - Other building completion and finishing,,,
13148893,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-21,64304 - Activities of open-ended investment companies,,,
13167876,UB5 5HJ,Private Limited Company,Active,United Kingdom,NA,2021-01-29,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",49410 - Freight transport by road,96090 - Other service activities n.e.c.
13122123,CT1 2SX,Private Limited Company,Active,United Kingdom,NA,2021-01-08,71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,71129 - Other engineering activities,72190 - Other research and experimental development on natural sciences and engineering
13122904,EN4 8SB,Private Limited Company,Active,United Kingdom,NA,2021-01-08,70229 - Management consultancy activities other than financial management,86900 - Other human health activities,,
13157848,TN24 9QL,Private Limited Company,Active,United Kingdom,NA,2021-01-26,"46150 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",,,
13162630,DY10 1TP,Private Limited Company,Active,United Kingdom,NA,2021-01-27,68209 - Other letting and operating of own or leased real estate,,,
13144893,RM17 5NL,Private Limited Company,Active,United Kingdom,NA,2021-01-19,43390 - Other building completion and finishing,,,
13157445,TW13 5HD,Private Limited Company,Active,United Kingdom,NA,2021-01-25,49410 - Freight transport by road,,,
13117464,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-06,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis
13135044,GL10 3GS,Private Limited Company,Active,United Kingdom,NA,2021-01-14,96090 - Other service activities n.e.c.,,,
13122950,E10 5QA,Private Limited Company,Active,United Kingdom,NA,2021-01-08,58290 - Other software publishing,,,
13154747,LE19 2BU,Private Limited Company,Active,United Kingdom,NA,2021-01-25,71121 - Engineering design activities for industrial process and production,,,
13160076,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-26,62090 - Other information technology service activities,,,
SC685054,AB10 7NA,Private Limited Company,Active,United Kingdom,NA,2021-01-05,71122 - Engineering related scientific and technical consulting activities,,,
13108156,W6 7LX,Private Limited Company,Active,United Kingdom,NA,2021-01-02,"45400 - Sale, maintenance and repair of motorcycles and related parts and accessories",,,
13148734,LE65 1LT,Private Limited Company,Active,United Kingdom,NA,2021-01-21,55900 - Other accommodation,,,
13159000,WC1E 6HA,Private Limited Company,Active,United Kingdom,NA,2021-01-26,"46150 - Agents involved in the sale of furniture, household goods, hardware and ironmongery","46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,
13167323,M8 4NA,Private Limited Company,Active,United Kingdom,NA,2021-01-29,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,
13114984,GU4 7UB,Private Limited Company,Active,United Kingdom,NA,2021-01-05,70229 - Management consultancy activities other than financial management,,,
13119409,ST5 7TH,Private Limited Company,Active,United Kingdom,NA,2021-01-07,27900 - Manufacture of other electrical equipment,,,
13129314,HU12 0PL,Private Limited Company,Active,United Kingdom,NA,2021-01-12,45200 - Maintenance and repair of motor vehicles,,,
13155987,EN7 6EH,Private Limited Company,Active,United Kingdom,NA,2021-01-25,43910 - Roofing activities,,,
13118756,W1W 7LT,Private Limited Company,Active,United Kingdom,NA,2021-01-07,82990 - Other business support service activities n.e.c.,,,
13151219,LE2 1HG,Private Limited Company,Active,United Kingdom,NA,2021-01-21,"23320 - Manufacture of bricks, tiles and construction products, in baked clay",,,
13140345,EC1N 8LE,Private Limited Company,Active,United Kingdom,NA,2021-01-18,47770 - Retail sale of watches and jewellery in specialised stores,,,
13122394,CA1 2SX,Private Limited Company,Active,United Kingdom,NA,2021-01-08,53201 - Licensed carriers,,,
13129998,HP16 0QN,Private Limited Company,Active,United Kingdom,NA,2021-01-13,73200 - Market research and public opinion polling,90030 - Artistic creation,,
13113454,DY1 1NS,Private Limited Company,Active,United Kingdom,NA,2021-01-05,68209 - Other letting and operating of own or leased real estate,,,
13138920,SW15 2BF,Private Limited Company,Active,United Kingdom,NA,2021-01-18,71129 - Other engineering activities,,,
13166956,NE4 9NB,Private Limited Company,Active,United Kingdom,NA,2021-01-29,82990 - Other business support service activities n.e.c.,,,
13151037,IP14 6ES,Private Limited Company,Active,United Kingdom,NA,2021-01-21,01430 - Raising of horses and other equines,,,
13162991,NE21 5GJ,Private Limited Company,Active,United Kingdom,NA,2021-01-27,47890 - Retail sale via stalls and markets of other goods,47910 - Retail sale via mail order houses or via Internet,,
13114989,BN27 3NR,Private Limited Company,Active,United Kingdom,NA,2021-01-05,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",47190 - Other retail sale in non-specialised stores,,
13155015,B66 2JS,Private Limited Company,Active,United Kingdom,NA,2021-01-25,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,
13161373,CF40 2LY,Private Limited Company,Active,United Kingdom,NA,2021-01-27,73110 - Advertising agencies,,,
13135508,IG2 7HT,Private Limited Company,Active,United Kingdom,NA,2021-01-14,62020 - Information technology consultancy activities,,,
13166453,W1S 4LD,Private Limited Company,Active,United Kingdom,NA,2021-01-29,35130 - Distribution of electricity,,,
13122173,B25 8JR,Private Limited Company,Active,United Kingdom,NA,2021-01-08,30200 - Manufacture of railway locomotives and rolling stock,,,
13128900,NE3 2LD,Private Limited Company,Active,United Kingdom,NA,2021-01-12,70229 - Management consultancy activities other than financial management,,,
SC684999,EH12 5DS,Private Limited Company,Active,United Kingdom,NA,2021-01-05,68100 - Buying and selling of own real estate,,,
13122140,WA14 4RW,Private Limited Company,Active,United Kingdom,NA,2021-01-08,"74909 - Other professional, scientific and technical activities n.e.c.",,,
CE024586,,Charitable Incorporated Organisation,Active,United Kingdom,NA,2021-01-12,None Supplied,,,
13116345,MK6 2BD,Private Limited Company,Active,United Kingdom,NA,2021-01-06,45320 - Retail trade of motor vehicle parts and accessories,,,
13144987,L40 0SD,Private Limited Company,Active,United Kingdom,NA,2021-01-19,43390 - Other building completion and finishing,43999 - Other specialised construction activities n.e.c.,,
13145735,FY8 1PE,Private Limited Company,Active,United Kingdom,NA,2021-01-20,82990 - Other business support service activities n.e.c.,,,
13126292,W1W 5PF,Private Limited Company,Active,United Kingdom,NA,2021-01-11,47910 - Retail sale via mail order houses or via Internet,,,
13139816,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-18,81210 - General cleaning of buildings,,,
13149648,EC2A 4NE,Private Limited Company,Active,United Kingdom,NA,2021-01-21,46310 - Wholesale of fruit and vegetables,47210 - Retail sale of fruit and vegetables in specialised stores,,
13154016,NR34 7FA,Private Limited Company,Active,United Kingdom,NA,2021-01-25,68320 - Management of real estate on a fee or contract basis,,,
13133886,GL3 4HT,Private Limited Company,Active,United Kingdom,NA,2021-01-14,70229 - Management consultancy activities other than financial management,,,
13141972,PE19 6LT,Private Limited Company,Active,United Kingdom,NA,2021-01-18,82990 - Other business support service activities n.e.c.,,,
13111100,CF31 1DP,Private Limited Company,Active,United Kingdom,NA,2021-01-04,"47410 - Retail sale of computers, peripheral units and software in specialised stores",,,
13108646,CW7 1FX,Private Limited Company,Active,United Kingdom,NA,2021-01-04,46690 - Wholesale of other machinery and equipment,,,
13146579,HA9 8TE,Private Limited Company,Active,United Kingdom,NA,2021-01-20,47910 - Retail sale via mail order houses or via Internet,,,
13157532,CV12 0HZ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,46420 - Wholesale of clothing and footwear,,,
SC687371,DD5 2TZ,Private Limited Company,Active,United Kingdom,NA,2021-01-28,68209 - Other letting and operating of own or leased real estate,,,
13141547,SA11 3RX,Private Limited Company,Active,United Kingdom,NA,2021-01-18,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,,,
13126869,M11 4PA,Private Limited Company,Active,United Kingdom,NA,2021-01-11,56103 - Take-away food shops and mobile food stands,,,
13145204,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-19,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,
13168522,SW2 4LB,Private Limited Company,Active,United Kingdom,NA,2021-01-29,87900 - Other residential care activities n.e.c.,,,
13122093,RH11 7NH,Private Limited Company,Active,United Kingdom,NA,2021-01-08,38110 - Collection of non-hazardous waste,38210 - Treatment and disposal of non-hazardous waste,,
13134542,SE28 0JA,Private Limited Company,Active,United Kingdom,NA,2021-01-14,47750 - Retail sale of cosmetic and toilet articles in specialised stores,,,
13152403,WA4 2ED,Private Limited Company,Active,United Kingdom,NA,2021-01-22,70229 - Management consultancy activities other than financial management,,,
13153463,EC4N 7DA,Private Limited Company,Active,United Kingdom,NA,2021-01-25,82990 - Other business support service activities n.e.c.,,,
13128413,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,47910 - Retail sale via mail order houses or via Internet,,,
13113291,IG3 9TP,Private Limited Company,Active,United Kingdom,NA,2021-01-05,78200 - Temporary employment agency activities,,,
13146281,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,63120 - Web portals,,,
13109472,KT2 6PW,Private Limited Company,Active,United Kingdom,NA,2021-01-04,10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes,,,
13119783,WA5 3DF,Private Limited Company,Active,United Kingdom,NA,2021-01-07,70229 - Management consultancy activities other than financial management,,,
13138454,YO25 5PF,Private Limited Company,Active,United Kingdom,NA,2021-01-18,43290 - Other construction installation,,,
13151054,BL9 5BJ,Private Limited Company,Active,United Kingdom,NA,2021-01-21,99999 - Dormant Company,,,
13148220,HA2 6EJ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,43999 - Other specialised construction activities n.e.c.,,,
13128966,HR5 3DJ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,85600 - Educational support services,,,
13145105,OL3 5DF,Private Limited Company,Active,United Kingdom,NA,2021-01-19,46900 - Non-specialised wholesale trade,49410 - Freight transport by road,,
13167604,NW11 8DY,Private Limited Company,Active,United Kingdom,NA,2021-01-29,98000 - Residents property management,,,
13138841,CH42 8PF,Private Limited Company,Active,United Kingdom,NA,2021-01-18,96090 - Other service activities n.e.c.,,,
13143105,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-19,62090 - Other information technology service activities,,,
13109610,B37 7LJ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,10720 - Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,,,
13125831,OX10 9AY,Private Limited Company,Active,United Kingdom,NA,2021-01-11,78109 - Other activities of employment placement agencies,,,
13166030,RH12 0BW,Private Limited Company,Active,United Kingdom,NA,2021-01-28,46190 - Agents involved in the sale of a variety of goods,71122 - Engineering related scientific and technical consulting activities,71129 - Other engineering activities,
13108802,WC2A 2JR,Private Limited Company,Active,United Kingdom,NA,2021-01-04,74990 - Non-trading company,,,
13128094,NW1 7BU,Private Limited Company,Active,United Kingdom,NA,2021-01-12,47910 - Retail sale via mail order houses or via Internet,,,
13115521,MK5 8EB,Private Limited Company,Active,United Kingdom,NA,2021-01-06,46180 - Agents specialized in the sale of other particular products,,,
13144208,CO15 1TW,Private Limited Company,Active,United Kingdom,NA,2021-01-19,42120 - Construction of railways and underground railways,,,
13154775,LS10 4GD,Private Limited Company,Active,United Kingdom,NA,2021-01-25,33130 - Repair of electronic and optical equipment,,,
13142744,PL19 9FR,Private Limited Company,Active,United Kingdom,NA,2021-01-19,56290 - Other food services,,,
13153730,DN15 6LJ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,56103 - Take-away food shops and mobile food stands,,,
13145618,WC1N 3AX,Private Limited Company,Active,United Kingdom,NA,2021-01-20,99999 - Dormant Company,,,
13132356,CH4 9ES,Private Limited Company,Active,United Kingdom,NA,2021-01-13,69201 - Accounting and auditing activities,,,
13109723,RH14 9DN,Private Limited Company,Active,United Kingdom,NA,2021-01-04,47540 - Retail sale of electrical household appliances in specialised stores,,,
13147676,NW3 1DU,Private Limited Company,Active,United Kingdom,NA,2021-01-20,86900 - Other human health activities,,,
13113139,BD7 3AH,Private Limited Company,Active,United Kingdom,NA,2021-01-05,56103 - Take-away food shops and mobile food stands,,,
13115767,DA13 0QB,Private Limited Company,Active,United Kingdom,NA,2021-01-06,96090 - Other service activities n.e.c.,,,
13123092,NG9 7AY,Private Limited Company,Active,United Kingdom,NA,2021-01-08,56103 - Take-away food shops and mobile food stands,,,
13147094,SW1Y 5EA,Private Limited Company,Active,United Kingdom,NA,2021-01-20,99999 - Dormant Company,,,
CE024657,,Charitable Incorporated Organisation,Active,United Kingdom,NA,2021-01-21,None Supplied,,,
13162011,BL3 2SD,Private Limited Company,Active,United Kingdom,NA,2021-01-27,73110 - Advertising agencies,78109 - Other activities of employment placement agencies,82990 - Other business support service activities n.e.c.,
13146972,OL10 1JB,Private Limited Company,Active,United Kingdom,NA,2021-01-20,56103 - Take-away food shops and mobile food stands,,,
13114472,DE3 9AG,Private Limited Company,Active,United Kingdom,NA,2021-01-05,82990 - Other business support service activities n.e.c.,,,
13151953,NW1 3JR,Private Limited Company,Active,United Kingdom,NA,2021-01-22,55900 - Other accommodation,,,
13119044,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-07,41202 - Construction of domestic buildings,,,
13123685,CF10 5DT,Private Limited Company,Active,United Kingdom,NA,2021-01-11,59200 - Sound recording and music publishing activities,,,
13142691,WS9 8PT,Private Limited Company,Active,United Kingdom,NA,2021-01-19,68209 - Other letting and operating of own or leased real estate,,,
13111717,EX1 1QT,Private Limited Company,Active,United Kingdom,NA,2021-01-04,70229 - Management consultancy activities other than financial management,,,
13164709,SE21 8HP,Private Limited Company,Active,United Kingdom,NA,2021-01-28,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,
